"ppntID","gender","age","language","country","screenheight","screenwidth"
5415278,"male","22","english","United States",900,1440
1650609,"male","39","english","United States",1080,1920
7908235,"female","51","english","United States",768,1366
2087671,"male","30","english","United States",768,1366
9163746,"male","22","english","United States",900,1440
263077,"male","27","english","United States",1080,1920
799728,"female","33","english","United States",900,1440
1625825,"male","29","english","United States",864,1536
6418813,"male","22","english","United States",768,1366
5655588,"male","37","english","United States",1080,1920
3659173,"female","32","english","United States",1080,1920
7805581,"male","30","english","United States",1080,1920
4861865,"female","36","english","United States",768,1366
2719143,"male","26","english","United States",1080,1920
395622,"male","30","english","United States",1080,1920
7249351,"male","24","english","United States",768,1366
95258,"male","25","english","United States",864,1536
6050975,"female","51","english","United States",768,1366
3233278,"male","28","english","United States",1080,1920
204121,"male","32","english","United States",768,1366
7343355,"female","40","english","United States",768,1366
8115500,"male","25","english","United States",864,1536
5575981,"male","39","english","United States",768,1360
5981285,"male","29","english","United States",1620,2880
2937061,"male","24","english","United States",768,1366
3490855,"male","25","english","United States",1296,2304
6444466,"female","48","english","United States",1050,1680
1832205,"female","36","english","United States",720,1280
1832205,"female","36","english","United States",720,1280
2569440,"female","42","english*comma* spanish","United States",768,1366
4088365,"female","59","english","United States",1080,1920
7712754,"male","31","english","United States",768,1366
6008253,"male","36","english","United States",768,1366
6469295,"female","32","english","United States",768,1366
4679850,"male","40","english","United States",768,1366
865398,"female","34","english","United States",1080,1920
6397917,"male","31","english","United States",864,1536
8279247,"male","44","english","United States",1080,1920
3774467,"male","25","english","United States",768,1366
2138694,"male","28","english","United States",1080,1920
7355323,"male","46","english","United States",768,1366
5350214,"female","45","english","United States",768,1366
3674942,"male","30","english","United States",864,1536
2498879,"female","28","english","United Kingdom",768,1366
7034100,"female","60","english","United States",864,1536
5080612,"male","37","english","United States",900,1600
6850653,"male","44","english","United States",768,1366
4164367,"male","46","english","United States",864,1536
2571037,"male","19","english","United States",864,1536
2759791,"male","32","english","United States",768,1366
7235454,"male","21","english","United States",900,1440
8310263,"male","40","english","United States",1050,1680
1927452,"female","54","english","United States",768,1360
7723425,"female","56","english","United States",1080,1920
5062123,"female","38","english","United States",1080,1920
4912121,"male","33","english","United States",864,1536
244547,"male","26","english","United States",768,1366
1185072,"female","68","english","United States",768,1366
4420639,"male","26","english","United States",864,1536
1778389,"female","34","english","United States",768,1366
5149360,"female","33","english","United States",1080,1920
1614201,"male","35","english","United States",768,1360
6136543,"male","31","english","United States",768,1366
8400844,"female","32","english","United States",720,1280
1778072,"female","31","english","United States",800,1280
2017594,"female","44","english","United States",1024,1280
4788344,"female","39","english","United States",720,1280
4614052,"male","28","english","United States",1080,1920
4007577,"female","30","english","United States",768,1366
3157000,"female","19","english","United States",900,1440
3021893,"male","24","english","United States",768,1366
8495446,"male","26","english","United States",1080,1920
2297072,"male","33","english","United States",1080,1920
4871958,"male","25","english","United States",768,1366
4871958,"male","25","english","United States",768,1366
5873973,"male","30","english","United States",768,1366
9719196,"male","47","english","United States",615,820
2543684,"female","33","english","United States",768,1366
836057,"male","25","english","United States",900,1440
4693522,"male","25","english","United States",1080,1920
6402093,"female","32","english","United States",1080,1920
7906717,"male","42","english","United States",1271,2259
4060913,"male","35","english","United States",1080,1920
4050016,"male","55","english","United States",768,1366
3715935,"male","36","english","United States",1080,1920
7959331,"male","32","english","United States",900,1440
2665954,"female","64","english","United States",768,1366
7729090,"male","29","english","United States",1080,1920
78801,"female","39","english","United States",768,1366
5156686,"male","34","english","United States",981,1745
3286502,"male","51","english","United States",768,1366
9929826,"female","27","english","United States",864,1536
5630715,"female","30","english","United States",768,1366
8092012,"male","34","english","United States",1080,1920
8420549,"female","54ENGLISH","english","United States",900,1600
7915064,"male","43","english","United States",768,1024
6296278,"male","34","english","United States",768,1366
1196479,"female","37","english","United States",1080,1920
1466192,"male","39","english","United States",1080,1920
8294051,"female","35","english","United States",1080,1920
7496853,"male","48","english","United States",768,1366
2009135,"male","23","english","United States",900,1440
5284966,"female","32","english","United States",900,1440
320053,"female","47","english","United States",900,1600
7155888,"male","33","english","United States",768,1366
5507853,"male","34","english","United States",720,1280
6369533,"male","31","english","United States",1080,1920
8789764,"male","41","eemglish","United States",1080,1920
8054072,"female","26","english","United States",900,1600
495251,"female","31","english","United States",1080,1920
6915372,"male","22","english","United States",768,1366
2539251,"male","64","english","United States",768,1366
2440817,"male","27","english","United States",800,1280
1851862,"female","35","english","United States",900,1600
1947273,"female","30","english","United States",768,1366
7673951,"male","29","english","United States",1080,1920
5358238,"male","26","english","United States",640,1024
1879696,"male","45","english","United States",864,1536
9349826,"female","39","english","United States",720,1280
2477414,"female","26","english","United States",1080,1920
376495,"female","35","english","United States",768,1366
9201617,"male","30","english","United States",1050,1680
5293486,"male","30","english","United States",1440,2560
9800316,"female","35","english","United States",768,1366
9431290,"male","24","english","United States",768,1366
8104638,"female","62","english","United States",1050,1680
8338394,"male","35","english","United States",1080,1920
4537816,"female","32","english","United States",800,1280
8979974,"female","68","english","United States",1080,1920
4506556,"male","43","english","United States",768,1366
5587722,"female","29","english","United States",768,1366
3561129,"female","37","english","United States",768,1366
8739631,"male","26","english","United States",864,1536
4852094,"female","32","english","United States",1080,1920
5632371,"female","35","english","United States",768,1366
5541614,"female","29","english","United States",864,1536
1810658,"male","26","english","United States",615,820
8709090,"female","27","english","United States",1080,1920
1806993,"male","22","english","United States",768,1366
7989513,"male","58","english","United States",864,1164
7790273,"female","43","english","United States",1080,1920
6015593,"male","32","english","United States",1080,1920
3935814,"male","23","english","United States",1080,1920
9799615,"female","35","english","United States",768,1364
2625464,"male","31","english","United States",1080,1920
5357275,"male","33","english","United States",1080,1920
1204915,"female","26","english","United States",900,1600
9164436,"male","30","english","United States",900,1600
1310348,"male","24","english","United States",900,1600
5038025,"female","41","english","United States",768,1366
8918152,"male","27","english","United States",864,1536
8918152,"male","27","english","United States",864,1536
8918152,"male","27","english","United States",864,1536
5698645,"male","29","english","United States",1080,1920
6739781,"female","41","english","United States",768,1364
6739781,"female","41","english","United States",768,1364
4337739,"male","33","english","United States",1080,1920
2877853,"female","25","english","United States",768,1366
1582840,"female","56","english","United States",768,1366
1858670,"female","46","english","United States",768,1366
3865743,"female","37","english","United States",768,1366
8008544,"female","57","english","United States",864,1152
9672363,"male","40","english","United States",864,1536
2560535,"male","47","english","United States",768,1366
